System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode
R046-DF0084,Activated,B,1,FALSE,FALSE,In Playground,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-05,Playland,R-02B,R,"100,038,900",DRINKFTN,I,R046-05,B-Franklin D. Roosevelt Boardwalk and Beach-Playland,595,50,122,10305
R046-DF0085,NotYetActivated,C,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN03,South Beach Zone 3,R-02B,R,"100,038,922",DRINKFTN,I,R046-ZN03,C-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 3,502,50,122,
R046-DF0086,NotYetActivated,C,1,TRUE,FALSE,Out in Open,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN03,South Beach Zone 3,R-02B,R,"100,038,924",DRINKFTN,I,R046-ZN03,C-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 3,502,50,122,
R046-DF0181,Activated,E,1,,FALSE,,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN03,South Beach Zone 3,R-02B,R,"100,043,444",DRINKFTN,I,R046-ZN03,E-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 3,595,50,122,10305
R046-DF0182,Activated,Bottle Filler High Low,3,,TRUE,,TRUE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN03,South Beach Zone 3,R-02B,R,"100,042,314",DRINKFTN,I,R046-ZN03,Bottle Filler High Low-FDR Boardwalk & Beach-South Beach Zone 3,595,50,122,10305
R046-DF0248,Activated,Slop Sink,1,,FALSE,Indoor,FALSE,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,Midland Beach Zone 5,R-02B,R,"100,043,711",DRINKFTN,I,R046-ZN05-BLG7571,Slop Sink-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,595,50,122,10305
R047-DF0222,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R047,Willowbrook Parkway,R065-ZN07,Northwest Latourette,R-02,R,"100,043,774",DRINKFTN,I,R065-ZN07-BLG6815,Food Prep Sink-Willowbrook Parkway-Northwest Latourette,502,50,122,10314
R059-DF0178,Activated,E,1,,FALSE,,TRUE,R059,Von Briesen Park,R059,,R-01,R,"100,043,458",DRINKFTN,I,R059,E-Von Briesen Park,501,50,120,10305
R061-DF0067,UnderConstruction,CS Metal,1,FALSE,FALSE,In Playground,TRUE,R061,Stapleton Playground,R061,,R-01,R,"100,038,904",DRINKFTN,I,R061,CS Metal-Stapleton Playground,501,49,120,10304
R061-DF0068,NotYetActivated,E,1,TRUE,FALSE,In Playground,TRUE,R061,Stapleton Playground,R061,,R-01,R,"100,038,927",DRINKFTN,I,R061,E-Stapleton Playground,501,49,120,10304
R061-DF0069,NotYetActivated,A,1,FALSE,FALSE,Near Ballfield,TRUE,R061,Stapleton Playground,R061,,R-01,R,"100,038,950",DRINKFTN,I,R061,A-Stapleton Playground,501,49,120,10304
R061-DF0070,NotYetActivated,Trough High Low,2,FALSE,FALSE,Near Ballfield,TRUE,R061,Stapleton Playground,R061,,R-01,R,"100,038,975",DRINKFTN,I,R061,Trough High Low-Stapleton Playground,501,49,120,10304
R062-DF0180,Activated,CS Metal,1,,FALSE,,TRUE,R062,Arrochar Playground,R062,,R-02,R,"100,043,481",DRINKFTN,I,R062,CS Metal-Arrochar Playground,502,50,122,10305
R063-DF0096,NotYetActivated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R063,Old Town Playground,R063,,R-02,R,"100,038,914",DRINKFTN,I,R063,A-Old Town Playground,502,50,122,10305
R063-DF0097,Activated,D,1,FALSE,FALSE,In Playground,TRUE,R063,Old Town Playground,R063,,R-02,R,"100,038,961",DRINKFTN,I,R063,D-Old Town Playground,502,50,122,10305
R063-DF0183,NotYetActivated,A,1,,FALSE,,TRUE,R063,Old Town Playground,R063,,R-02,R,"100,043,466",DRINKFTN,I,R063,A-Old Town Playground,502,50,122,10305
R063-DF0215,Activated,Bathroom Sink,1,,FALSE,Indoor,FALSE,R063,Old Town Playground,R063,,R-02,R,"100,043,436",DRINKFTN,I,R063-BLG1304,Bathroom Sink-Old Town Playground-OLD TOWN SCHOOL,502,50,122,10305
R063-DF0216,Activated,Bathroom Sink,1,,FALSE,Indoor,FALSE,R063,Old Town Playground,R063,,R-02,R,"100,043,450",DRINKFTN,I,R063-BLG1304,Bathroom Sink-Old Town Playground-OLD TOWN SCHOOL,502,50,122,10305
R064-DF0089,NotYetActivated,A,1,TRUE,TRUE,In Shade,TRUE,R064,Christopher J. Igneri Playground,R064,,R-02,R,"100,038,915",DRINKFTN,I,R064,A-Christopher J. Igneri Playground-Comfort Station,502,49,122,10314
R065-DF0087,Activated,C,1,FALSE,FALSE,Just Outside Playground,TRUE,R065,Richmond Parkway,R065-02,Woodhull Playground,R-02,R,"100,038,899",DRINKFTN,I,R065-02,C-Richmond Parkway-Woodhull Playground,503,51,123,10309
R066-DF0101,Broken,A,1,FALSE,FALSE,Out in Open,TRUE,R066,North Shore Esplanade,R066,,R-01,R,"100,039,114",DRINKFTN,I,R066,A-North Shore Esplanade,501,49,120,10301
R067-DF0090,UnderConstruction,A,1,TRUE,FALSE,Near Ballfield,TRUE,R067,Gen. Douglas MacArthur Park,R067,,R-02,R,"100,038,992",DRINKFTN,I,R067,A-Gen. Douglas MacArthur Park,502,50,122,10304
R067-DF0091,UnderConstruction,A,1,TRUE,FALSE,Near Ballfield,TRUE,R067,Gen. Douglas MacArthur Park,R067,,R-02,R,"100,038,917",DRINKFTN,I,R067,A-Gen. Douglas MacArthur Park,502,50,122,10304
R067-DF0092,UnderConstruction,A,1,TRUE,FALSE,In Playground,TRUE,R067,Gen. Douglas MacArthur Park,R067,,R-02,R,"100,038,913",DRINKFTN,I,R067,A-Gen. Douglas MacArthur Park,502,50,122,10304
R067-DF0094,Activated,A,1,TRUE,FALSE,In Playground,TRUE,R067,Gen. Douglas MacArthur Park,R067,,R-02,R,"100,038,960",DRINKFTN,I,R067,A-Gen. Douglas MacArthur Park,502,50,122,10304
R069-DF0109,Activated,D,1,FALSE,FALSE,Out in Open in school yard,TRUE,R069,Terrace Playground,R069,,R-01,R,"100,039,108",DRINKFTN,I,R069,D-Terrace Playground,501,49,120,10301
R069-DF0110,Broken,D,1,FALSE,FALSE,Out in Open,TRUE,R069,Terrace Playground,R069,,R-01,R,"100,039,136",DRINKFTN,I,R069,D-Terrace Playground,501,49,120,10301
R069-DF0111,Broken,CS Concrete,1,TRUE,FALSE,In Playground,TRUE,R069,Terrace Playground,R069,,R-01,R,"100,039,186",DRINKFTN,I,R069,CS Metal-Terrace Playground,501,49,120,10301
R071-DF0009,Activated,A,1,TRUE,FALSE,In Playground,TRUE,R071,Great Kills Veterans Playground,R071,,R-03,R,"100,038,317",DRINKFTN,I,R071,A-Great Kills Veterans Playground,503,51,122,10308
R071-DF0179,Activated,A,1,,FALSE,,TRUE,R071,Great Kills Veterans Playground,R071,,R-03,R,"100,043,465",DRINKFTN,I,R071,A-Great Kills Veterans Playground,503,51,122,10308
R072-DF0001,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R072,Clawson Playground,R072,,R-03,R,"100,037,738",DRINKFTN,I,R072,A-Clawson Playground,503,50,122,10306
R073-DF0098,Activated,A,1,TRUE,FALSE,Just Outside Playground,TRUE,R073,Naples Playground,R073,,R-02,R,"100,038,936",DRINKFTN,I,R073,A-Naples Playground,502,50,122,10304
R075A-DF0023,Activated,D,1,FALSE,FALSE,Near Ballfield,TRUE,R075A,Father Macris Park,R075A,,R-02,R,"100,038,859",DRINKFTN,I,R075A,D-Father Macris Park,502,50,121,10314
R076-DF0158,Activated,C,1,TRUE,FALSE,In Playground,TRUE,R076,Markham Playground,R076,,R-01,R,"100,039,307",DRINKFTN,I,R076,C-Markham Playground,501,50,121,10302
R076-DF0159,Activated,A,1,TRUE,FALSE,In Playground,TRUE,R076,Markham Playground,R076,,R-01,R,"100,039,374",DRINKFTN,I,R076,A-Markham Playground,501,50,121,10302
R076-DF0160,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R076,Markham Playground,R076,,R-01,R,"100,039,337",DRINKFTN,I,R076,A-Markham Playground,501,50,121,10302
R076-DF0161,Activated,A,1,TRUE,TRUE,Out in Open,TRUE,R076,Markham Playground,R076,,R-01,R,"100,039,323",DRINKFTN,I,R076,A-Markham Playground,501,50,121,10302
R076-DF0162,Activated,A,1,TRUE,FALSE,Under Tree,TRUE,R076,Markham Playground,R076,,R-01,R,"100,039,355",DRINKFTN,I,R076,A-Markham Playground,501,50,121,10302
R078-DF0125,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R078,Northerleigh Park,R078,,R-01,R,"100,039,098",DRINKFTN,I,R078,A-Northerleigh Park,501,49,121,10302
R079-DF0088,Activated,D,1,TRUE,FALSE,Out in Open,TRUE,R079,Lemon Creek Park,R079,,R-03,R,"100,038,916",DRINKFTN,I,R079,D-Lemon Creek Park,503,51,123,10309
R080-DF0133,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,R080,Annadale Green,R080,,R-03,R,"100,039,229",DRINKFTN,I,R080,A-Annadale Green,503,51,123,10312
R085-DF0007,NotYetActivated,A,1,FALSE,FALSE,In Playground,TRUE,R085,E.M.T. Christopher J. Prescott Playground,R085,,R-03,R,"100,037,936",DRINKFTN,I,R085,A-E.M.T. Christopher J. Prescott Playground,503,51,123,10312
R086-DF0105,Activated,B,1,TRUE,FALSE,Under Tree,TRUE,R086,Davis Playground,R086,,R-01,R,"100,039,156",DRINKFTN,I,R086,B-Davis Playground,501,49,120,10301
R086-DF0106,Activated,C,1,FALSE,FALSE,In Playground,TRUE,R086,Davis Playground,R086,,R-01,R,"100,039,187",DRINKFTN,I,R086,C-Davis Playground,501,49,120,10301
R086-DF0107,Activated,C,1,FALSE,FALSE,In Playground,TRUE,R086,Davis Playground,R086,,R-01,R,"100,039,182",DRINKFTN,I,R086,C-Davis Playground,501,49,120,10301
R087-DF0095,Activated,A,1,TRUE,FALSE,In Playground,TRUE,R087,Dongan Playground,R087,,R-02,R,"100,038,990",DRINKFTN,I,R087,A-Dongan Playground,502,50,122,10305
R088-DF0217,Activated,Water Cooler,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,043,593",DRINKFTN,I,R065-ZN03-BLG1323,Water Cooler-High Rock Park-The High Rock Nature Center,502,50,122,10306
R088-DF0218,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,043,644",DRINKFTN,I,R065-ZN03-BLG1323,Food Prep Sink-High Rock Park-The High Rock Nature Center,502,50,122,10306
R088-DF0219,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,043,476",DRINKFTN,I,R065-ZN03-BLG8979,Food Prep Sink-High Rock Park-Ranger Building,502,50,122,10306
R088-DF0221,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,043,628",DRINKFTN,I,R065-ZN03-BLG1325,Food Prep Sink-High Rock Park-EDUCATION BUILDING,502,50,122,10314
R088-DF0238,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,043,448",DRINKFTN,I,R088-ZN03-BLG3377,Food Prep Sink-High Rock Park-Altamont House,502,50,122,10306
R088-DF0252,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,042,456",DRINKFTN,I,R065-ZN03-BLG1323,Food Prep Sink-High Rock Park-The High Rock Nature Center,502,50,122,10306
,Activated,Bottle Filler Fountain,,,FALSE,,TRUE,,,,,Q-14,Q,,DRINKFTN,,,,,,,
R088-DF0253,Activated,Water Cooler,1,,FALSE,Indoor,FALSE,R088,High Rock Park,R065-ZN03,High Rock Park,R-02,R,"100,042,439",DRINKFTN,I,R065-ZN03-BLG8979,Water Cooler-High Rock Park-High Rock Park Building,502,50,122,10306
R089-DF0002,NotYetActivated,A,1,TRUE,TRUE,Out in Open,TRUE,R089,Greencroft Playground,R089,,R-03,R,"100,037,695",DRINKFTN,I,R089,A-Greencroft Playground,503,51,122,10308
R089-DF0003,UnderConstruction,A,1,TRUE,FALSE,Near Ballfield,TRUE,R089,Greencroft Playground,R089,,R-03,R,"100,037,718",DRINKFTN,I,R089,A-Greencroft Playground,503,51,122,10308
R090-DF0014,Activated,C,1,FALSE,FALSE,In Playground,TRUE,R090,Lieutenant John H. Martinson Playground,R090,,R-03,R,"100,038,798",DRINKFTN,I,R090,C-Lieutenant John H. Martinson Playground,503,51,123,10312
R090-DF0015,Activated,C,1,FALSE,TRUE,Near Ballfield,TRUE,R090,Lieutenant John H. Martinson Playground,R090,,R-03,R,"100,038,836",DRINKFTN,I,R090,C-Lieutenant John H. Martinson Playground,503,51,123,10312
R090-DF0016,Activated,C,1,FALSE,FALSE,In Playground,TRUE,R090,Lieutenant John H. Martinson Playground,R090,,R-03,R,"100,038,861",DRINKFTN,I,R090,C-Lieutenant John H. Martinson Playground,503,51,123,10312
R105-DF0127,Broken,C,1,FALSE,FALSE,Near Ballfield,TRUE,R105,Prall Playground,R105,,R-01,R,"100,039,288",DRINKFTN,I,R105,C-Prall Playground,501,49,120,10310
R105-DF0128,Broken,A,1,TRUE,TRUE,Near Ballfield,TRUE,R105,Prall Playground,R105,,R-01,R,"100,039,214",DRINKFTN,I,R105,A-Prall Playground,501,49,120,10310
R105-DF0129,Broken,C,1,FALSE,FALSE,Near Ballfield,TRUE,R105,Prall Playground,R105,,R-01,R,"100,039,239",DRINKFTN,I,R105,C-Prall Playground,501,49,120,10310
R106-DF0134,Activated,D,1,FALSE,FALSE,Out in Open,TRUE,R106,Bloomingdale Park,R106-01,Bloomingdale Playground,R-03,R,"100,039,280",DRINKFTN,I,R106-01,D-Bloomingdale Park-Bloomingdale Playground,503,51,123,10309
R106-DF0135,Activated,D,1,TRUE,FALSE,Near Ballfield,TRUE,R106,Bloomingdale Park,R106-ZN03,Bloomingdale Park Zone 3,R-03,R,"100,039,204",DRINKFTN,I,R106-ZN03,D-Bloomingdale Park-Bloomingdale Park Zone 3,503,51,123,10309
R106-DF0136,NotYetActivated,D,1,TRUE,FALSE,Near Ballfield,TRUE,R106,Bloomingdale Park,R106-ZN03,Bloomingdale Park Zone 3,R-03,R,"100,039,199",DRINKFTN,I,R106-ZN03,D-Bloomingdale Park-Bloomingdale Park Zone 3,503,51,123,10309
R106-DF0137,NotYetActivated,D,1,FALSE,FALSE,Near Ballfield,TRUE,R106,Bloomingdale Park,R106-ZN03,Bloomingdale Park Zone 3,R-03,R,"100,039,200",DRINKFTN,I,R106-ZN03,D-Bloomingdale Park-Bloomingdale Park Zone 3,503,51,123,10309
R106-DF0138,NotYetActivated,D,1,TRUE,FALSE,Near Ballfield,TRUE,R106,Bloomingdale Park,R106-ZN03,Bloomingdale Park Zone 3,R-03,R,"100,039,195",DRINKFTN,I,R106-ZN03,D-Bloomingdale Park-Bloomingdale Park Zone 3,503,51,123,10309
R106-DF0139,NotYetActivated,D,1,TRUE,FALSE,Near Ballfield,TRUE,R106,Bloomingdale Park,R106-ZN03,Bloomingdale Park Zone 3,R-03,R,"100,039,197",DRINKFTN,I,R106-ZN03,D-Bloomingdale Park-Bloomingdale Park Zone 3,503,51,123,10309
R106-DF0140,Activated,D,1,TRUE,FALSE,Near Ballfield,TRUE,R106,Bloomingdale Park,R106-ZN03,Bloomingdale Park Zone 3,R-03,R,"100,039,225",DRINKFTN,I,R106-ZN03,D-Bloomingdale Park-Bloomingdale Park Zone 3,503,51,123,10309
R106-DF0141,Activated,D,1,FALSE,FALSE,In Playground,TRUE,R106,Bloomingdale Park,R106-01,Bloomingdale Playground,R-03,R,"100,039,262",DRINKFTN,I,R106-01,D-Bloomingdale Park-Bloomingdale Playground,503,51,123,10309
R106-DF0188,Activated,D,1,,FALSE,,TRUE,R106,Bloomingdale Park,R106-01,Bloomingdale Playground,R-03,R,"100,043,452",DRINKFTN,I,R106-01,D-Bloomingdale Park-Bloomingdale Playground,503,51,123,10309
R109-DF0123,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,R109,CPL. Thompson Park,R109,,R-01,R,"100,039,129",DRINKFTN,I,R109,A-CPL. Thompson Park,501,49,120,10310
R109-DF0124,Activated,D,1,FALSE,FALSE,Near Ballfield,TRUE,R109,CPL. Thompson Park,R109,,R-01,R,"100,039,181",DRINKFTN,I,R109,D-CPL. Thompson Park,501,49,120,10310
R109-DF0250,Activated,Water Cooler,1,,TRUE,Indoor,FALSE,R109,CPL. Thompson Park,R109,,R-01,R,"100,043,710",DRINKFTN,I,R109-BLG1295,Water Cooler-CPL. Thompson Park-Comfort Station,501,49,120,10310
R109-DF0259,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R109,CPL. Thompson Park,R109,,R-01,R,"100,043,714",DRINKFTN,I,R109-BLG1295,Indoor Drinking Fountain-CPL. Thompson Park-Comfort Station,501,49,120,10310
R109-DF0260,Activated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,R109,CPL. Thompson Park,R109,,R-01,R,"100,043,713",DRINKFTN,I,R109-BLG1295,Indoor Drinking Fountain-CPL. Thompson Park-Comfort Station,501,49,120,10310
R110-DF0251,Activated,Water Cooler,1,,FALSE,Indoor,FALSE,R110,Tottenville Pool,R110,,R-03,R,"100,043,637",DRINKFTN,I,R110-BLG1367,Water Cooler-Tottenville Pool-JOLINE POOL,503,51,123,10307
R110-DF0261,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R110,Tottenville Pool,R110,,R-03,R,"100,043,640",DRINKFTN,I,R110-BLG1367,Food Prep Sink-Tottenville Pool-JOLINE POOL,503,51,123,10307
R110-DF0263,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R110,Tottenville Pool,R110,,R-03,R,"100,043,643",DRINKFTN,I,R110-BLG1367,Food Prep Sink-Tottenville Pool-JOLINE POOL,503,51,123,10307
R110-DF0264,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R110,Tottenville Pool,R110,,R-03,R,"100,043,622",DRINKFTN,I,R110-BLG1367,Indoor Drinking Fountain-Tottenville Pool-JOLINE POOL,503,51,123,10307
R110-DF0265,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R110,Tottenville Pool,R110,,R-03,R,"100,043,625",DRINKFTN,I,R110-BLG1367,Indoor Drinking Fountain-Tottenville Pool-JOLINE POOL,503,51,123,10307
,Activated,Bottle Filler Fountain,,,FALSE,,TRUE,,,,,Q-14,Q,,DRINKFTN,,,,,,,
R111-DF0100,Activated,CS Concrete,1,FALSE,FALSE,In Playground,TRUE,R111,Lt. Lia Playground,R111,,R-01,R,"100,039,190",DRINKFTN,I,R111,CS Concrete-Lt. Lia Playground,501,49,120,10301
R114-DF0112,NotYetActivated,C,1,FALSE,TRUE,Under Tree,TRUE,R114,Jennifer's Playground,R114,,R-01,R,"100,039,137",DRINKFTN,I,R114,C-Jennifer's Playground,501,49,121,10314
R114-DF0113,Activated,C,1,FALSE,FALSE,Under Tree,TRUE,R114,Jennifer's Playground,R114,,R-01,R,"100,039,178",DRINKFTN,I,R114,C-Jennifer's Playground,501,49,121,10314
R114-DF0114,Activated,C,1,TRUE,FALSE,Out in Open,TRUE,R114,Jennifer's Playground,R114,,R-01,R,"100,039,105",DRINKFTN,I,R114,C-Jennifer's Playground,501,49,121,10314
R114-DF0115,Activated,C,1,FALSE,FALSE,Out in Open,TRUE,R114,Jennifer's Playground,R114,,R-01,R,"100,039,132",DRINKFTN,I,R114,C-Jennifer's Playground,501,49,121,10314
R114-DF0223,Activated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,R114,Jennifer's Playground,R114,,R-01,R,"100,043,462",DRINKFTN,I,R114-BLG1300,Indoor Drinking Fountain-Jennifer's Playground-Graniteville Field House,501,49,121,10314
R117-DF0224,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R117,Alice Austen Park,R117,,R-01,R,"100,043,474",DRINKFTN,I,R117-BLG1275,Food Prep Sink-Alice Austen Park-Alice Austen House Museum,501,49,120,10305
R117-DF0225,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R117,Alice Austen Park,R117,,R-01,R,"100,043,453",DRINKFTN,I,R117-BLG1275,Food Prep Sink-Alice Austen Park-Alice Austen House Museum,501,49,120,10305
R119-DF0226,Activated,Bottle Filler Fountain,2,,FALSE,Indoor,FALSE,R119,Blue Heron Park,R119-ZN01,Blue Heron Park Zone 1,R-03,R,"100,043,435",DRINKFTN,I,R119-ZN01-BLG3519,Bottle Filler Fountain-Blue Heron Park-Nature Center,503,51,123,10312
R119-DF0227,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R119,Blue Heron Park,R119,,R-03,R,"100,043,599",DRINKFTN,I,R119-BLG9801,Food Prep Sink-Blue Heron Park-BROUGHAM COTTAGE,503,51,123,10312
R123-DF0104,Activated,D,1,FALSE,FALSE,Under Tree,TRUE,R123,Skyline Playground,R123,,R-01,R,"100,039,151",DRINKFTN,I,R123,D-Skyline Playground,501,49,120,10301
R125-DF0073,Activated,H,1,TRUE,FALSE,In Playground,TRUE,R125,Lopez Playground,R125,,R-01,R,"100,038,901",DRINKFTN,I,R125,H-Lopez Playground,501,49,120,10304
R125-DF0074,UnderConstruction,H,1,TRUE,TRUE,In Shade,TRUE,R125,Lopez Playground,R125,,R-01,R,"100,038,923",DRINKFTN,I,R125,H-Lopez Playground,501,49,120,10304
R129-DF0220,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R129,Blood Root Valley,R065-ZN04,Blood Root Valley,R-02,R,"100,043,715",DRINKFTN,I,R065-ZN04-BLG4938,Food Prep Sink-Blood Root Valley-411 ROCKLAND AVENUE,502,50,122,10314
R129-DF0228,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R129,Blood Root Valley,R129,,R-02,R,"100,043,455",DRINKFTN,I,R129-BLG1333,Indoor Fountain-Blood Root Valley-Greenbelt Recreation Center,502,50,121,10314
R129-DF0229,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R129,Blood Root Valley,R129,,R-02,R,"100,043,437",DRINKFTN,I,R129-BLG1333,Indoor Fountain-Blood Root Valley-Greenbelt Recreation Center,502,50,121,10314
R129-DF0230,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R129,Blood Root Valley,R129,,R-02,R,"100,043,468",DRINKFTN,I,R129-BLG1333,Indoor Drinking Fountain-Blood Root Valley-Greenbelt Recreation Center,502,50,121,10314
R129-DF0257,Activated,Food Prep Sink,1,,TRUE,Indoor,FALSE,R129,Blood Root Valley,R129,,R-02,R,"100,043,443",DRINKFTN,I,R129-BLG1333,Food Prep Sink-Blood Root Valley-Greenbelt Recreation Center,502,50,121,10314
R145-DF0013,Activated,E High Low,2,FALSE,FALSE,Out in Open,TRUE,R145,Seaside Wildlife Nature Park,R145,,R-03,R,"100,038,496",DRINKFTN,I,R145,E High Low-Seaside Wildlife Nature Park,503,51,122,10308
R149-DF0231,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R149,Ocean Breeze Park,R149,,R-02B,R,"100,043,457",DRINKFTN,I,R149-BLG0001,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,502,50,122,10305
R149-DF0232,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R149,Ocean Breeze Park,R149,,R-02B,R,"100,043,439",DRINKFTN,I,R149-BLG0001,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,502,50,122,10305
R149-DF0233,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R149,Ocean Breeze Park,R149,,R-02B,R,"100,043,471",DRINKFTN,I,R149-BLG0001,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,502,50,122,10305
R149-DF0234,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R149,Ocean Breeze Park,R149,,R-02B,R,"100,043,445",DRINKFTN,I,R149-BLG0001,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,502,50,122,10305
R149-DF0235,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,R149,Ocean Breeze Park,R149,,R-02B,R,"100,043,477",DRINKFTN,I,R149-BLG0001,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,502,50,122,10305
R149-DF0254,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,R149,Ocean Breeze Park,R149,,R-02B,R,"100,042,443",DRINKFTN,I,R149-BLG0001,Food Prep Sink-Ocean Breeze Athletic Complex,502,50,122,10305
R156-DF0028,Activated,E,1,TRUE,TRUE,Out in Open,TRUE,R156,Sylvan Grove Cemetery,R156,,R-02,R,"100,038,818",DRINKFTN,I,R156,E-Sylvan Grove Cemetery,502,50,121,10314
R170-DF0066,NotYetActivated,Trough,1,FALSE,TRUE,Out in Open,TRUE,R170,Stapleton Esplanade,R170,,R-01,R,"100,038,974",DRINKFTN,I,R170,Trough-Stapleton Esplanade,501,49,120,10304
R172-DF0236,Activated,Slop Sink,1,,FALSE,Indoor,FALSE,R172,Brookfield Park,R172-ZN01,Brookfield Park Zone 1,R-03,R,"100,043,461",DRINKFTN,I,R172-BLG3984,Slop Sink-Brookfield Park-Brookfield Park-M&O Building,503,51,121,10308
,Activated,Bottle Filler Fountain,,,FALSE,,TRUE,,,,,Q-14,Q,,DRINKFTN,,,,,,,
R172-DF0237,Activated,Water Cooler,1,,FALSE,Indoor,FALSE,R172,Brookfield Park,R172-ZN01,Brookfield Park Zone 1,R-03,R,"100,043,441",DRINKFTN,I,R172-BLG3984,Water Cooler-Brookfield Park-Brookfield Park-M&O Building,503,51,121,10308
X001A-DF0365,Activated,C,1,FALSE,FALSE,"Under Tree, In Playground",TRUE,X001A,Aqueduct Walk,X001-01,Aqueduct Lands Plgd,X-05,X,"100,039,285",DRINKFTN,I,X001-01,C-Aqueduct Walk-Aqueduct Lands Plgd,205,14,46,10453
X001A-DF0366,Activated,C,1,TRUE,FALSE,"Under Tree, Just Outside Playground",TRUE,X001A,Aqueduct Walk,X001-01,Aqueduct Lands Plgd,X-05,X,"100,039,222",DRINKFTN,I,X001-01,C-Aqueduct Walk-Aqueduct Lands Plgd,205,14,46,10453
X001A-DF0367,Activated,D,1,FALSE,FALSE,"Under Tree, In Playground",TRUE,X001A,Aqueduct Walk,X001A-01,Morton Plgd,X-05,X,"100,039,273",DRINKFTN,I,X001A-01,D-Aqueduct Walk-Morton Plgd,205,14,46,10453
X001A-DF0501,Activated,Trough,1,,FALSE,,TRUE,X001A,Aqueduct Walk,X001-ZN02,Aqueduct Walk Zone 2,X-05,X,"100,043,459",DRINKFTN,I,X001-ZN02,Trough-Aqueduct Walk-Aqueduct Walk Zone 2,205,14,46,10453
X002-DF0001,Activated,C,1,,FALSE,Under Tree,TRUE,X002,Bronx Park,X002-ZN01,Bronx Park Zone 1,X-06,X,"100,037,629",DRINKFTN,I,X002-ZN01,C-Bronx Park-Bronx Park Zone 1,227,15,49,10462
